id,xcoord,ycoord,bng_N,bng_E,venueSize,gigName,locationName,billing,headlineArtist,date,year,month,day,time
194,-2.235,53.477,397863.8,384404.94,-1,"Blur with Super Furry Animals and The Shirehorses at NYNEX Arena (December 4, 1997)","Manchester, UK",,,1997-12-04,1997,12,4,null
195,-3.1726308,51.478806,176245.6,318575.84,7500,"Blur with Super Furry Animals and Warm Jets at Motorpoint Arena Cardiff (December 5, 1997)","Cardiff, UK",,,1997-12-05,1997,12,5,null
196,-1.7289522,52.451088,283758.75,418418.16,15700,"Blur with Super Furry Animals, Warm Jets, and The Shirehorses at LG Arena (December 6, 1997)","Birmingham, UK",,,1997-12-06,1997,12,6,null
197,-1.4168171,53.400543,389491.4,438770.53,13500,"Blur with Super Furry Animals and The Shirehorses at Motorpoint Arena (December 7, 1997)","Sheffield, UK",,,1997-12-07,1997,12,7,null
198,-0.2827842,51.5577,185764.45,519030.62,12500,"Blur with Super Furry Animals and Warm Jets at Wembley Arena (December 9, 1997)","London, UK",,,1997-12-09,1997,12,9,null
199,-0.1148897,51.465122,175757.08,530932.7,4921,"Blur at O2 Academy Brixton (December 11, 1997)","London, UK",,,1997-12-11,1997,12,11,null
200,-0.1148897,51.465122,175757.08,530932.7,4921,"Blur with Super Furry Animals and Warm Jets at O2 Academy Brixton (December 12, 1997)","London, UK",,,1997-12-12,1997,12,12,null
201,-0.1148897,51.465122,175757.08,530932.7,4921,"Blur with Super Furry Animals and Warm Jets at O2 Academy Brixton (December 13, 1997)","London, UK",,,1997-12-13,1997,12,13,null
202,-1.8791888,50.71766,90963.87,408527.8,-1,"Blur with Super Furry Animals at Bournemouth International Centre (December 16, 1997)","Bournemouth, UK",,,1997-12-16,1997,12,16,null
203,-0.1488263,50.82128,104111.836,530377.44,-1,"Blur with Super Furry Animals and Warm Jets at Brighton Centre (December 17, 1997)","Brighton, UK",,,1997-12-17,1997,12,17,null
204,-1.7289522,52.451088,283758.75,418418.16,15700,"Blur at LG Arena (February 12, 1998)","Birmingham, UK",,,1998-02-12,1998,2,12,null
205,-0.97319,51.454,173334.97,471337.72,-1,"Blur at Alleycat (June 23, 1998)","Reading, UK",,,1998-06-23,1998,6,23,null
206,-1.8928883,52.483723,287359.3,407273.06,-1,"Blur with Idlewild at Q Club (June 24, 1998)","Birmingham, UK",,,1998-06-24,1998,6,24,null
207,-2.3526983,51.380913,164766.61,375456.88,-1,"Blur at Bath Pavilion (June 25, 1998)","Bath, UK",,,1998-06-25,1998,6,25,null
208,-2.587,51.1663,141007.0,358961.97,-1,Glastonbury Festival 1998,"Pilton, UK",,,1998-06-26,1998,6,26,null
209,-0.128,51.5078,180479.5,529900.8,-1,"Blur at The Depot (January 30, 1999)","London, UK",,,1999-01-30,1999,1,30,null
210,-1.2295461,51.75517,206607.78,453174.66,-1,"Blur at Oxford Brookes University Student Union (February 3, 1999)","Oxford, UK",,,1999-02-03,1999,2,3,null
211,-0.128,51.5078,180479.5,529900.8,-1,"Blur at The Depot (March 10, 1999)","London, UK",,,1999-03-10,1999,3,10,null
212,-0.1284404,51.51132,180869.45,529860.25,-1,"Blur at Hippodrome (March 15, 1999)","London, UK",,,1999-03-15,1999,3,15,null
213,-0.128,51.5078,180479.5,529900.8,-1,"Blur, Van Morrison, Wilco, Natacha Atlas, and 1 more… at Later with Jools Holland (April 16, 1999)","London, UK",,,1999-04-16,1999,4,16,null
214,-0.0085177,51.482708,177908.16,538267.06,-1,"Blur at Old Royal Naval College (June 1, 1999)","Greenwich, UK",,,1999-06-01,1999,6,1,null
215,-3.42677,56.2075,702567.2,311504.88,-1,T In The Park 1999,"Kinross, UK",,,1999-07-10,1999,7,10,null
216,-0.0360243,51.47443,176936.12,536382.2,-1,"Blur at Goldsmiths College Student Union (August 26, 1999)","London, UK",,,1999-08-26,1999,8,26,null
217,-0.969,51.454,173339.06,471628.8,-1,Reading Festival 1999,"Reading, UK",,,1999-08-27,1999,8,27,null
218,-1.548,53.797,433531.12,429769.4,-1,Leeds Festival 1999,"Leeds, UK",,,1999-08-28,1999,8,28,null
219,-0.1430625,51.53968,183997.28,528765.75,1100,"Blur at Electric Ballroom (September 6, 1999)","London, UK",,,1999-09-06,1999,9,6,null
220,-2.9934728,51.58761,188160.81,331180.0,-1,"Blur at Newport Centre (December 4, 1999)","Newport, UK",,,1999-12-04,1999,12,4,null
221,-5.921106,54.596527,529455.25,146751.47,-1,"Blur at Waterfront Hall (December 6, 1999)","Belfast, UK",,,1999-12-06,1999,12,6,null
222,-3.2488115,55.92827,671279.94,321980.0,-1,"Blur at Edinburgh Corn Exchange (December 7, 1999)","Edinburgh, UK",,,1999-12-07,1999,12,7,null
223,-1.7289522,52.451088,283758.75,418418.16,15700,"Blur at LG Arena (December 9, 1999)","Birmingham, UK",,,1999-12-09,1999,12,9,null
224,-0.1488263,50.82128,104111.836,530377.44,-1,"Blur at Brighton Centre (December 10, 1999)","Brighton, UK",,,1999-12-10,1999,12,10,null
225,-0.2827842,51.5577,185764.45,519030.62,12500,"Blur at Wembley Arena (December 11, 1999)","London, UK",,,1999-12-11,1999,12,11,null
226,-0.128,51.5078,180479.5,529900.8,12500,Meltdown Festival 2000,"London, UK",,,2000-07-02,2000,7,2,null
227,-0.1,51.3833,166686.45,532202.75,-1,"Blur at Hilton Croydon Hotel (September 19, 2001)","Croydon, UK",,,2001-09-19,2001,9,19,null
228,-0.128,51.5078,180479.5,529900.8,-1,"Blur at Parlophone showcase (February 7, 2003)","London, UK",,,2003-02-07,2003,2,7,null
229,-0.1304708,51.515884,181373.95,529706.4,2000,"Blur at Astoria (May 8, 2003)","London, UK",,,2003-05-08,2003,5,8,null
230,-0.1304708,51.515884,181373.95,529706.4,2000,"Blur at Astoria (May 9, 2003)","London, UK",,,2003-05-09,2003,5,9,null
231,-0.1304708,51.515884,181373.95,529706.4,2000,"Blur with The Bees (UK) at Astoria (May 10, 2003)","London, UK",,,2003-05-10,2003,5,10,null
232,-0.1304708,51.515884,181373.95,529706.4,2000,"Blur with Athlete at Astoria (May 12, 2003)","London, UK",,,2003-05-12,2003,5,12,null
233,-0.1304708,51.515884,181373.95,529706.4,2000,"Blur with Ima Robot at Astoria (May 13, 2003)","London, UK",,,2003-05-13,2003,5,13,null
234,-0.9831782,51.46432,174473.31,470627.88,-1,Reading Festival 2003,"Reading, UK",,,2003-08-22,2003,8,22,null
235,-1.39181,53.9332,448759.47,439926.3,90000,Leeds Festival 2003,"Wetherby, UK",,,2003-08-22,2003,8,22,null
236,-4.2369184,55.855057,664690.9,259993.33,1900,"Blur at Barrowland Ballroom (November 20, 2003)","Glasgow, UK",,,2003-11-20,2003,11,20,null
237,-4.2369184,55.855057,664690.9,259993.33,1900,"Blur at Barrowland Ballroom (November 21, 2003)","Glasgow, UK",,,2003-11-21,2003,11,21,null
238,-4.2369184,55.855057,664690.9,259993.33,1900,"Blur at Barrowland Ballroom (November 22, 2003)","Glasgow, UK",,,2003-11-22,2003,11,22,null
239,-2.9813228,53.407375,390541.25,334771.8,-1,"Blur at Royal Court Theatre (November 24, 2003)","Liverpool, UK",,,2003-11-24,2003,11,24,null
240,-2.1299286,52.586216,298761.62,391198.16,4000,"Blur with Adrian Sherwood at The Civic Hall (November 25, 2003)","Wolverhampton, UK",,,2003-11-25,2003,11,25,null
241,-2.1299286,52.586216,298761.62,391198.16,4000,"Blur with DJ Adrian Sherwood at The Civic Hall (November 26, 2003)","Wolverhampton, UK",,,2003-11-26,2003,11,26,null
242,-2.206175,53.460663,396040.47,386312.56,7000,"Blur at O2 Apollo Manchester (November 28, 2003)","Manchester, UK",,,2003-11-28,2003,11,28,null
243,-2.206175,53.460663,396040.47,386312.56,7000,"Blur at O2 Apollo Manchester (November 29, 2003)","Manchester, UK",,,2003-11-29,2003,11,29,null
244,-2.4858239,53.750313,428352.03,367967.4,-1,"Blur at King Georges Hall (November 30, 2003)","Blackburn, UK",,,2003-11-30,2003,11,30,null
245,-0.1148897,51.465122,175757.08,530932.7,4921,"Blur at O2 Academy Brixton (December 2, 2003)","London, UK",,,2003-12-02,2003,12,2,null
246,-0.1148897,51.465122,175757.08,530932.7,4921,"Blur with Adrian Sherwood at O2 Academy Brixton (December 3, 2003)","London, UK",,,2003-12-03,2003,12,3,null
247,-0.1148897,51.465122,175757.08,530932.7,4921,"Blur at O2 Academy Brixton (December 4, 2003)","London, UK",,,2003-12-04,2003,12,4,null
248,-0.0990931,51.494812,179086.72,531944.06,2600,"Blur at Coronet Theatre (December 5, 2003)","London, UK",,,2003-12-05,2003,12,5,null
249,-0.1488263,50.82128,104111.836,530377.44,-1,"Blur at Brighton Centre (December 11, 2003)","Brighton, UK",,,2003-12-11,2003,12,11,null
250,-1.8791888,50.71766,90963.87,408527.8,-1,"Blur with Adrian Sherwood at Bournemouth International Centre (December 12, 2003)","Bournemouth, UK",,,2003-12-12,2003,12,12,null
251,0.9,51.8833,224551.8,599564.4,-1,"Blur at East Anglian Railway Museum (June 13, 2009)","Colchester, UK",,,2009-06-13,2009,6,13,null
252,-0.128,51.5078,180479.5,529900.8,200,"Blur at Rough Trade East (June 15, 2009)","London, UK",,,2009-06-15,2009,6,15,null
253,-0.1148897,51.465122,175757.08,530932.7,4921,"Blur at O2 Academy Brixton (June 20, 2009)","London, UK",,,2009-06-20,2009,6,20,null
254,0.6910414,51.5372,185519.88,586607.1,-1,"Blur with Magistrates at Cliffs Pavilion (June 21, 2009)","Westcliff-on-sea, UK",,,2009-06-21,2009,6,21,21:30:00
255,-0.0360243,51.47443,176936.12,536382.2,-1,"Blur at Goldsmiths College Student Union (June 22, 2009)","London, UK",,,2009-06-22,2009,6,22,null
256,-2.5858552,51.159843,140287.89,359036.28,177500,Glastonbury Festival 2009,"Pilton, UK",,,2009-06-24,2009,6,24,00:00:00
257,-2.1299286,52.586216,298761.62,391198.16,4000,"Blur with tukazon and Magistrates at The Civic Hall (June 24, 2009)","Wolverhampton, UK",,,2009-06-24,2009,6,24,19:00:00
258,-1.630738,54.97193,564219.2,423635.28,2000,"Blur with Joe Lean & The Jing Jang Jong at O2 Academy Newcastle (June 25, 2009)","Newcastle Upon Tyne, UK",,,2009-06-25,2009,6,25,19:00:00
259,-2.243345,53.487312,399012.6,383855.03,21000,"Blur with Klaxons and Florence and the Machine at Phones 4U Arena (June 26, 2009)","Manchester, UK",,,2009-06-26,2009,6,26,19:30:00
260,-0.128,51.5078,180479.5,529900.8,150000,"Blur with Foals, Crystal Castles, and Hypnotic Brass Ensemble at Hyde Park (July 2, 2009)","London, UK",,,2009-07-02,2009,7,2,19:00:00
261,-0.128,51.5078,180479.5,529900.8,150000,"Blur with Vampire Weekend, Amadou & Mariam, Florence and the Machine, and 1 more… at Hyde Park (July 3, 2009)","London, UK",,,2009-07-03,2009,7,3,19:00:00
262,-3.42677,56.2075,702567.2,311504.88,-1,T In The Park 2009,"Kinross, UK",,,2009-07-10,2009,7,10,18:00:00
263,0.0051303,51.49693,179515.22,539171.2,20000,"Blur, Coldplay, Adele, Bruno Mars, and 5 more… at The O2 Arena (February 21, 2012)","London, UK",,,2012-02-21,2012,2,21,19:15:00
264,-0.128,51.5078,180479.5,529900.8,-1,"Blur at A rooftop in West London (July 2, 2012)","London, UK",,,2012-07-02,2012,7,2,null
265,1.3867056,51.39151,171329.98,635585.4,-1,"Blur at Winter Gardens (August 1, 2012)","Margate, UK",,,2012-08-01,2012,8,1,null
266,-0.1351725,51.516098,181389.14,529379.6,350,"Blur with Savages, Swiss Lips, and The Bots at 100 Club (August 2, 2012)","London, UK",,,2012-08-02,2012,8,2,null
267,-2.1299286,52.586216,298761.62,391198.16,4000,"Blur at The Civic Hall (August 5, 2012)","Wolverhampton, UK",,,2012-08-05,2012,8,5,null
268,-2.1299286,52.586216,298761.62,391198.16,4000,"Blur at The Civic Hall (August 6, 2012)","Wolverhampton, UK",,,2012-08-06,2012,8,6,null
269,-4.152859,50.367966,54291.617,246913.03,-1,"Blur at Plymouth Pavilions (August 7, 2012)","Plymouth, UK",,,2012-08-07,2012,8,7,null
270,-0.128,51.5078,180479.5,529900.8,150000,"Blur with The Specials, New Order, and Bombay Bicycle Club at Hyde Park (August 12, 2012)","London, UK",,,2012-08-12,2012,8,12,null
