id,xcoord,ycoord,bng_N,bng_E,venueSize,gigName,locationName,billing,headlineArtist,date,year,month,day,time
212,-0.7597312,52.01577,236035.0,485105.44,65000,"Oasis with The Coral, 22-20s, Secret Machines, and 1 more… at The National Bowl (July 10, 2005)","Milton Keynes, UK",,,2005-07-10,2005,7,10,null
213,-1.624028,54.963074,563235.8,424070.06,-1,"Oasis at Metro Radio Arena (July 12, 2005)","Newcastle Upon Tyne, UK",,,2005-07-12,2005,7,12,null
214,-1.624028,54.963074,563235.8,424070.06,-1,"Oasis at Metro Radio Arena (July 13, 2005)","Newcastle Upon Tyne, UK",,,2005-07-13,2005,7,13,null
215,0.4522177,51.718914,205141.05,569370.2,90000,"The La's and Oasis with Franz Ferdinand, Kaiser Chiefs, and 14 more… at Hylands Park (August 20, 2005)","Chelmsford, UK",,,2005-08-20,2005,8,20,null
216,0.4522177,51.718914,205141.05,569370.2,90000,V Festival 2005,"Chelmsford, UK",,,2005-08-20,2005,8,20,null
217,-2.02817,52.8248,325290.75,398102.03,90000,V Festival 2005,"Staffordshire, UK",,,2005-08-20,2005,8,20,null
218,-3.178682,51.478798,176251.6,318155.62,-1,"Oasis with Foo Fighters, Razorlight, The Coral, and 3 more… at Cardiff Millennium Stadium (December 10, 2005)","Cardiff, UK",,,2005-12-10,2005,12,10,null
219,-3.1771,51.478,176160.92,318264.06,-1,Noise & Confusion 2005,"Cardiff, UK",,,2005-12-10,2005,12,10,null
220,-2.11,57.1526,806845.94,393345.75,-1,"Oasis with Shack at Aberdeen Exhibition & Conference Centre (December 12, 2005)","Aberdeen, UK",,,2005-12-12,2005,12,12,null
221,-4.2809606,55.860603,665397.9,257257.62,-1,"Oasis at Scottish Exhibition and Conference Centre (December 14, 2005)","Glasgow, UK",,,2005-12-14,2005,12,14,null
222,-4.2809606,55.860603,665397.9,257257.62,-1,"Shack and Oasis at Scottish Exhibition and Conference Centre (December 15, 2005)","Glasgow, UK",,,2005-12-15,2005,12,15,null
223,-5.915621,54.60381,530244.94,147150.64,-1,"Oasis at Odyssey Arena (December 18, 2005)","Belfast, UK",,,2005-12-18,2005,12,18,null
224,-5.915621,54.60381,530244.94,147150.64,-1,"Oasis at Odyssey Arena (December 19, 2005)","Belfast, UK",,,2005-12-19,2005,12,19,null
225,-1.4168171,53.400543,389491.4,438770.53,13500,"Oasis with Shack at Motorpoint Arena (February 10, 2006)","Sheffield, UK",,,2006-02-10,2006,2,10,null
226,-1.147,52.954,340001.75,457299.88,10000,"Oasis at Capital FM Arena (February 13, 2006)","Nottingham, UK",,,2006-02-13,2006,2,13,null
227,-1.147,52.954,340001.75,457299.88,10000,"Oasis at Capital FM Arena (February 14, 2006)","Nottingham, UK",,,2006-02-14,2006,2,14,null
228,-1.4168171,53.400543,389491.4,438770.53,13500,"Oasis at Motorpoint Arena (October 2, 2006)","Sheffield, UK",,,2006-10-02,2006,10,2,null
229,-0.138338,51.53462,183442.84,529107.6,1410,"Oasis and Paul Weller at KOKO (November 2, 2006)","London, UK",,,2006-11-02,2006,11,2,null
230,-0.1028893,51.544327,184585.58,531537.8,800,"Oasis and Noel Gallagher with Kasabian and Shack at Union Chapel (November 26, 2006)","London, UK",,,2006-11-26,2006,11,26,null
231,-0.128,51.5078,180479.5,529900.8,-1,"Oasis at BRITS (February 14, 2007)","London, UK",,,2007-02-14,2007,2,14,null
232,-0.1781517,51.500786,179611.34,526440.44,5544,"Noel Gallagher and Oasis with The Coral, Shack, and 1 more… at Royal Albert Hall (March 27, 2007)","London, UK",,,2007-03-27,2007,3,27,null
233,-2.9857597,53.396877,389377.56,334460.75,11000,"Oasis with 16 Tons at Echo Arena (October 7, 2008)","Liverpool, UK",,,2008-10-07,2008,10,7,19:30:00
234,-2.9857597,53.396877,389377.56,334460.75,11000,"Oasis with Sixteen Tonnes at Echo Arena (October 8, 2008)","Liverpool, UK",,,2008-10-08,2008,10,8,19:30:00
235,-1.4168171,53.400543,389491.4,438770.53,13500,"Oasis with Twisted Wheel at Motorpoint Arena (October 10, 2008)","Sheffield, UK",,,2008-10-10,2008,10,10,19:30:00
236,-1.4168171,53.400543,389491.4,438770.53,13500,"Oasis with Twisted Wheel at Motorpoint Arena (October 11, 2008)","Sheffield, UK",,,2008-10-11,2008,10,11,19:30:00
237,-1.9187133,52.48265,287237.75,405519.62,-1,"Oasis with Twisted Wheel at National Indoor Arena (October 13, 2008)","Birmingham, UK",,,2008-10-13,2008,10,13,19:30:00
238,-1.9187133,52.48265,287237.75,405519.62,-1,"Oasis with Twisted Wheel at National Indoor Arena (October 14, 2008)","Birmingham, UK",,,2008-10-14,2008,10,14,19:30:00
239,-0.2827842,51.5577,185764.45,519030.62,12500,"Oasis with Twisted Wheel at Wembley Arena (October 16, 2008)","London, UK",,,2008-10-16,2008,10,16,19:30:00
240,-0.2827842,51.5577,185764.45,519030.62,12500,"Oasis with Twisted Wheel at Wembley Arena (October 17, 2008)","London, UK",,,2008-10-17,2008,10,17,19:30:00
241,-1.8791888,50.71766,90963.87,408527.8,-1,"Oasis at Bournemouth International Centre (October 20, 2008)","Bournemouth, UK",,,2008-10-20,2008,10,20,19:30:00
242,-1.8791888,50.71766,90963.87,408527.8,-1,"Oasis at Bournemouth International Centre (October 21, 2008)","Bournemouth, UK",,,2008-10-21,2008,10,21,19:30:00
243,-3.1726308,51.478806,176245.6,318575.84,7500,"Oasis at Motorpoint Arena Cardiff (October 23, 2008)","Cardiff, UK",,,2008-10-23,2008,10,23,18:30:00
244,-3.1726308,51.478806,176245.6,318575.84,7500,"Oasis with Hot Chip and Alberta Cross at Motorpoint Arena Cardiff (October 24, 2008)","Cardiff, UK",,,2008-10-24,2008,10,24,18:00:00
245,-0.1491962,51.542953,184350.66,528331.25,3000,"Oasis with Glasvegas at Roundhouse (October 26, 2008)","London, UK",,,2008-10-26,2008,10,26,19:00:00
246,-5.915621,54.60381,530244.94,147150.64,-1,"Oasis at Odyssey Arena (October 29, 2008)","Belfast, UK",,,2008-10-29,2008,10,29,19:30:00
247,-5.915621,54.60381,530244.94,147150.64,-1,"Oasis with The Hours at Odyssey Arena (October 30, 2008)","Belfast, UK",,,2008-10-30,2008,10,30,19:30:00
248,-2.11,57.1526,806845.94,393345.75,-1,"Sergeant with Oasis at Aberdeen Exhibition & Conference Centre (November 1, 2008)","Aberdeen, UK",,,2008-11-01,2008,11,1,19:30:00
249,-2.11,57.1526,806845.94,393345.75,-1,"Sergeant with Oasis at Aberdeen Exhibition & Conference Centre (November 2, 2008)","Aberdeen, UK",,,2008-11-02,2008,11,2,19:30:00
250,-4.2809606,55.860603,665397.9,257257.62,-1,"Oasis with Sergeant at Scottish Exhibition and Conference Centre (November 4, 2008)","Glasgow, UK",,,2008-11-04,2008,11,4,19:00:00
251,-4.2809606,55.860603,665397.9,257257.62,-1,"Oasis and Sergeant at Scottish Exhibition and Conference Centre (November 5, 2008)","Glasgow, UK",,,2008-11-05,2008,11,5,19:00:00
252,-0.128,51.5078,180479.5,529900.8,-1,"Oasis at Finsbury Park (February 3, 2009)","London, UK",,,2009-02-03,2009,2,3,null
253,-2.2550611,53.533894,404197.1,383096.3,-1,"Oasis with Kasabian, Twisted Wheel, The Enemy, and 1 more… at Heaton Park (June 4, 2009)","Manchester, UK",,,2009-06-04,2009,6,4,14:00:00
254,-2.2550611,53.533894,404197.1,383096.3,-1,"Oasis with Kasabian, The Enemy, Twisted Wheel, and 1 more… at Heaton Park (June 6, 2009)","Manchester, UK",,,2009-06-06,2009,6,6,14:00:00
255,-2.2550611,53.533894,404197.1,383096.3,-1,"Oasis with Kasabian, The Enemy, Twisted Wheel, and 1 more… at Heaton Park (June 7, 2009)","Manchester, UK",,,2009-06-07,2009,6,7,14:00:00
256,-1.3849416,54.91406,557890.7,439424.38,-1,"Oasis with Kasabian and The Enemy at Stadium Of Light (June 10, 2009)","Sunderland, UK",,,2009-06-10,2009,6,10,15:30:00
257,-3.178682,51.478798,176251.6,318155.62,-1,"Oasis with Kasabian, The Enemy, and The Peth at Cardiff Millennium Stadium (June 12, 2009)","Cardiff, UK",,,2009-06-12,2009,6,12,15:30:00
258,-3.235843,55.943424,672951.94,322820.3,-1,"Oasis with Kasabian, The Enemy, and Reverend and The Makers at Murrayfield Stadium (June 17, 2009)","Edinburgh, UK",,,2009-06-17,2009,6,17,16:00:00
259,-1.4971871,52.444115,283067.47,434172.3,-1,"Oasis with The Enemy, Twisted Wheel, and Free Peace at Ricoh Arena (July 7, 2009)","Coventry, UK",,,2009-07-07,2009,7,7,16:00:00
260,-0.128,51.5078,180479.5,529900.8,105000,"Oasis with Kasabian, The Enemy, and Reverend and The Makers at Wembley Stadium (July 9, 2009)","London, UK",,,2009-07-09,2009,7,9,16:00:00
261,-0.128,51.5078,180479.5,529900.8,105000,iTunes Festival 2009,"London, UK",,,2009-07-10,2009,7,10,null
262,-0.128,51.5078,180479.5,529900.8,105000,"Oasis with Kasabian and Reverend and The Makers at Wembley Stadium (July 11, 2009)","London, UK",,,2009-07-11,2009,7,11,20:00:00
263,-0.128,51.5078,180479.5,529900.8,105000,"Oasis with Kasabian, The Enemy, and Reverend and The Makers at Wembley Stadium (July 12, 2009)","London, UK",,,2009-07-12,2009,7,12,16:00:00
264,-4.737621,50.361286,54916.46,205309.33,-1,"Oasis with Howard Eliott Payne at Eden Project (July 14, 2009)","St. Austell, UK",,,2009-07-14,2009,7,14,19:00:00
265,-0.1491962,51.542953,184350.66,528331.25,3000,"Oasis with The Enemy at Roundhouse (July 21, 2009)","London, UK",,,2009-07-21,2009,7,21,null
266,-0.1491962,51.542953,184350.66,528331.25,3000,iTunes Festival 2009,"London, UK",,,2009-07-21,2009,7,21,null
267,-0.1995781,54.0773,466118.6,517780.7,-1,"Oasis with Detroit Social Club at Bridlington Spa Centre (August 20, 2009)","Bridlington, UK",,,2009-08-20,2009,8,20,19:00:00
268,0.4522177,51.718914,205141.05,569370.2,90000,V Festival 2009,"Chelmsford, UK",,,2009-08-22,2009,8,22,12:00:00
269,-2.2898264,52.69539,310935.62,380414.94,90000,V Festival 2009,"Weston-under-Lizard, UK",,,2009-08-22,2009,8,22,null
